"date","events"
"6/14/2015","Clear"
"6/15/2015","Clear"
"6/16/2015","Clear"
"6/17/2015","Clear"
"6/18/2015","Clear"
"6/19/2015","Clear"
"6/20/2015","Clear"
"6/21/2015","Clear"
"6/22/2015","Clear"
"6/23/2015","Clear"
"6/24/2015","Clear"
"6/25/2015","Clear"
"6/26/2015","Clear"
"6/27/2015","Clear"
"6/28/2015","Clear"
"6/29/2015","Clear"
"6/30/2015","Clear"
"7/1/2015","Rain"
"7/2/2015","Rain"
"7/3/2015","Clear"
"7/4/2015","Clear"
"7/5/2015","Clear"
"7/6/2015","Clear"
"7/7/2015","Clear"
"7/8/2015","Clear"
"7/9/2015","Rain"
"7/10/2015","Clear"
"7/11/2015","Clear"
"7/12/2015","Clear"
"7/13/2015","Clear"
"7/14/2015","Clear"
"7/15/2015","Clear"
"7/16/2015","Clear"
"7/17/2015","Clear"
"7/18/2015","Clear"
"7/19/2015","Clear"
"7/20/2015","Clear"
"7/21/2015","Clear"
"7/22/2015","Clear"
"7/23/2015","Clear"
"7/24/2015","Clear"
"7/25/2015","Clear"
"7/26/2015","Clear"
"7/27/2015","Clear"
"7/28/2015","Clear"
"7/29/2015","Clear"
"7/30/2015","Clear"
"7/31/2015","Clear"
"8/1/2015","Clear"
"8/2/2015","Clear"
"8/3/2015","Clear"
"8/4/2015","Clear"
"8/5/2015","Clear"
"8/6/2015","Clear"
"8/7/2015","Clear"
"8/8/2015","Clear"
"8/9/2015","Clear"
"8/10/2015","Clear"
"8/11/2015","Clear"
"8/12/2015","Clear"
"8/13/2015","Clear"
"8/14/2015","Clear"
"8/15/2015","Clear"
"8/16/2015","Clear"
"8/17/2015","Clear"
"8/18/2015","Clear"
"8/19/2015","Clear"
"8/20/2015","Clear"
"8/21/2015","Clear"
"8/22/2015","Clear"
"8/23/2015","Clear"
"8/24/2015","Clear"
"8/25/2015","Clear"
"8/26/2015","Clear"
"8/27/2015","Clear"
"8/28/2015","Clear"
"8/29/2015","Clear"
"8/30/2015","Clear"
"8/31/2015","Clear"
"9/1/2014","Clear"
"9/2/2014","Clear"
"9/3/2014","Clear"
"9/4/2014","Clear"
"9/5/2014","Clear"
"9/6/2014","Clear"
"9/7/2014","Clear"
"9/8/2014","Clear"
"9/9/2014","Clear"
"9/10/2014","Clear"
"9/11/2014","Clear"
"9/12/2014","Clear"
"9/13/2014","Clear"
"9/14/2014","Clear"
"9/15/2014","Clear"
"9/16/2014","Clear"
"9/17/2014","Clear"
"9/18/2014","Clear"
"9/19/2014","Clear"
"9/20/2014","Clear"
"9/21/2014","Clear"
"9/22/2014","Clear"
"9/23/2014","Clear"
"9/24/2014","Clear"
"9/25/2014","Rain"
"9/26/2014","Clear"
"9/27/2014","Clear"
"9/28/2014","Clear"
"9/29/2014","Clear"
"9/30/2014","Clear"
"10/1/2014","Clear"
"10/2/2014","Clear"
"10/3/2014","Clear"
"10/4/2014","Clear"
"10/5/2014","Clear"
"10/6/2014","Clear"
"10/7/2014","Clear"
"10/8/2014","Clear"
"10/9/2014","Clear"
"10/10/2014","Clear"
"10/11/2014","Clear"
"10/12/2014","Clear"
"10/13/2014","Clear"
"10/14/2014","Clear"
"10/15/2014","Clear"
"10/16/2014","Clear"
"10/17/2014","Clear"
"10/18/2014","Clear"
"10/19/2014","Fog"
"10/20/2014","Rain"
"10/21/2014","Clear"
"10/22/2014","Clear"
"10/23/2014","Clear"
"10/24/2014","Clear"
"10/25/2014","Rain"
"10/26/2014","Clear"
"10/27/2014","Clear"
"10/28/2014","Clear"
"10/29/2014","Clear"
"10/30/2014","Clear"
"10/31/2014","Rain"
"11/1/2014","Rain"
"11/2/2014","Clear"
"11/3/2014","Clear"
"11/4/2014","Clear"
"11/5/2014","Clear"
"11/6/2014","Clear"
"11/7/2014","Fog"
"11/8/2014","Clear"
"11/9/2014","Clear"
"11/10/2014","Fog"
"11/11/2014","Clear"
"11/12/2014","Clear"
"11/13/2014","Rain"
"11/14/2014","Clear"
"11/15/2014","Clear"
"11/16/2014","Clear"
"11/17/2014","Clear"
"11/18/2014","Clear"
"11/19/2014","Rain"
"11/20/2014","Rain"
"11/21/2014","Clear"
"11/22/2014","Rain"
"11/23/2014","Clear"
"11/24/2014","Clear"
"11/25/2014","Clear"
"11/26/2014","Clear"
"11/27/2014","Clear"
"11/28/2014","Clear"
"11/29/2014","Rain"
"11/30/2014","Rain"
"12/1/2014","Fog"
"12/2/2014","Fog-Rain"
"12/3/2014","Rain"
"12/4/2014","Rain"
"12/5/2014","Rain"
"12/6/2014","Rain"
"12/7/2014","Fog"
"12/8/2014","Clear"
"12/9/2014","Clear"
"12/10/2014","Clear"
"12/11/2014","Rain"
"12/12/2014","Rain"
"12/13/2014","Clear"
"12/14/2014","Rain"
"12/15/2014","Rain"
"12/16/2014","Rain"
"12/17/2014","Rain"
"12/18/2014","Clear"
"12/19/2014","Rain"
"12/20/2014","Rain"
"12/21/2014","Rain"
"12/22/2014","Clear"
"12/23/2014","Fog"
"12/24/2014","Fog-Rain"
"12/25/2014","Clear"
"12/26/2014","Clear"
"12/27/2014","Clear"
"12/28/2014","Clear"
"12/29/2014","Clear"
"12/30/2014","Clear"
"12/31/2014","Clear"
"1/1/2015","Clear"
"1/2/2015","Clear"
"1/3/2015","Clear"
"1/4/2015","Clear"
"1/5/2015","Clear"
"1/6/2015","Clear"
"1/7/2015","Clear"
"1/8/2015","Clear"
"1/9/2015","Clear"
"1/10/2015","Clear"
"1/11/2015","Fog"
"1/12/2015","Clear"
"1/13/2015","Fog"
"1/14/2015","Clear"
"1/15/2015","Clear"
"1/16/2015","Clear"
"1/17/2015","Clear"
"1/18/2015","Clear"
"1/19/2015","Clear"
"1/20/2015","Clear"
"1/21/2015","Clear"
"1/22/2015","Clear"
"1/23/2015","Clear"
"1/24/2015","Clear"
"1/25/2015","Clear"
"1/26/2015","Clear"
"1/27/2015","Clear"
"1/28/2015","Clear"
"1/29/2015","Fog"
"1/30/2015","Clear"
"1/31/2015","Clear"
"2/1/2015","Clear"
"2/2/2015","Clear"
"2/3/2015","Clear"
"2/4/2015","Clear"
"2/5/2015","Clear"
"2/6/2015","Rain"
"2/7/2015","Rain"
"2/8/2015","Rain"
"2/9/2015","Clear"
"2/10/2015","Clear"
"2/11/2015","Clear"
"2/12/2015","Clear"
"2/13/2015","Clear"
"2/14/2015","Clear"
"2/15/2015","Clear"
"2/16/2015","Clear"
"2/17/2015","Clear"
"2/18/2015","Clear"
"2/19/2015","Clear"
"2/20/2015","Clear"
"2/21/2015","Clear"
"2/22/2015","Clear"
"2/23/2015","Clear"
"2/24/2015","Clear"
"2/25/2015","Clear"
"2/26/2015","Clear"
"2/27/2015","Clear"
"2/28/2015","Rain"
"3/1/2015","Clear"
"3/2/2015","Rain"
"3/3/2015","Clear"
"3/4/2015","Clear"
"3/5/2015","Clear"
"3/6/2015","Clear"
"3/7/2015","Clear"
"3/8/2015","Clear"
"3/9/2015","Clear"
"3/10/2015","Clear"
"3/11/2015","Rain"
"3/12/2015","Clear"
"3/13/2015","Clear"
"3/14/2015","Clear"
"3/15/2015","Clear"
"3/16/2015","Clear"
"3/17/2015","Clear"
"3/18/2015","Clear"
"3/19/2015","Clear"
"3/20/2015","Clear"
"3/21/2015","Clear"
"3/22/2015","Rain"
"3/23/2015","Rain"
"3/24/2015","Clear"
"3/25/2015","Clear"
"3/26/2015","Clear"
"3/27/2015","Clear"
"3/28/2015","Clear"
"3/29/2015","Clear"
"3/30/2015","Clear"
"3/31/2015","Clear"
"4/1/2015","Clear"
"4/2/2015","Clear"
"4/3/2015","Clear"
"4/4/2015","Clear"
"4/5/2015","Clear"
"4/6/2015","Clear"
"4/7/2015","Rain"
"4/8/2015","Clear"
"4/9/2015","Clear"
"4/10/2015","Clear"
"4/11/2015","Clear"
"4/12/2015","Clear"
"4/13/2015","Clear"
"4/14/2015","Clear"
"4/15/2015","Clear"
"4/16/2015","Clear"
"4/17/2015","Clear"
"4/18/2015","Clear"
"4/19/2015","Clear"
"4/20/2015","Clear"
"4/21/2015","Clear"
"4/22/2015","Clear"
"4/23/2015","Clear"
"4/24/2015","Rain"
"4/25/2015","Rain"
"4/26/2015","Clear"
"4/27/2015","Clear"
"4/28/2015","Clear"
"4/29/2015","Clear"
"4/30/2015","Clear"
"5/1/2015","Clear"
"5/2/2015","Clear"
"5/3/2015","Clear"
"5/4/2015","Clear"
"5/5/2015","Clear"
"5/6/2015","Clear"
"5/7/2015","Rain"
"5/8/2015","Clear"
"5/9/2015","Clear"
"5/10/2015","Clear"
"5/11/2015","Clear"
"5/12/2015","Clear"
"5/13/2015","Clear"
"5/14/2015","Rain"
"5/15/2015","Clear"
"5/16/2015","Clear"
"5/17/2015","Clear"
"5/18/2015","Clear"
"5/19/2015","Clear"
"5/20/2015","Clear"
"5/21/2015","Clear"
"5/22/2015","Clear"
"5/23/2015","Clear"
"5/24/2015","Clear"
"5/25/2015","Clear"
"5/26/2015","Clear"
"5/27/2015","Clear"
"5/28/2015","Clear"
"5/29/2015","Clear"
"5/30/2015","Clear"
"5/31/2015","Clear"
"6/1/2015","Clear"
"6/2/2015","Clear"
"6/3/2015","Clear"
"6/4/2015","Clear"
"6/5/2015","Clear"
"6/6/2015","Clear"
"6/7/2015","Clear"
"6/8/2015","Clear"
"6/9/2015","Clear"
"6/10/2015","Rain"
"6/11/2015","Clear"
"6/12/2015","Clear"
"6/13/2015","Clear"
"6/14/2015","Clear"
"6/15/2015","Clear"
"6/16/2015","Clear"
"6/17/2015","Clear"
"6/18/2015","Clear"
"6/19/2015","Clear"
"6/20/2015","Clear"
"6/21/2015","Clear"
"6/22/2015","Clear"
"6/23/2015","Clear"
"6/24/2015","Clear"
"6/25/2015","Clear"
"6/26/2015","Clear"
"6/27/2015","Clear"
"6/28/2015","Clear"
"6/29/2015","Clear"
"6/30/2015","Clear"
"7/1/2015","Clear"
"7/2/2015","Clear"
"7/3/2015","Clear"
"7/4/2015","Clear"
"7/5/2015","Clear"
"7/6/2015","Clear"
"7/7/2015","Clear"
"7/8/2015","Clear"
"7/9/2015","Clear"
"7/10/2015","Clear"
"7/11/2015","Clear"
"7/12/2015","Clear"
"7/13/2015","Clear"
"7/14/2015","Clear"
"7/15/2015","Clear"
"7/16/2015","Clear"
"7/17/2015","Clear"
"7/18/2015","Clear"
"7/19/2015","Rain"
"7/20/2015","Clear"
"7/21/2015","Clear"
"7/22/2015","Clear"
"7/23/2015","Clear"
"7/24/2015","Clear"
"7/25/2015","Clear"
"7/26/2015","Clear"
"7/27/2015","Clear"
"7/28/2015","Clear"
"7/29/2015","Clear"
"7/30/2015","Clear"
"7/31/2015","Rain"
"8/1/2015","Clear"
"8/2/2015","Clear"
"8/3/2015","Clear"
"8/4/2015","Clear"
"8/5/2015","Clear"
"8/6/2015","Rain"
"8/7/2015","Clear"
"8/8/2015","Clear"
"8/9/2015","Clear"
"8/10/2015","Clear"
"8/11/2015","Clear"
"8/12/2015","Clear"
"8/13/2015","Clear"
"8/14/2015","Clear"
"8/15/2015","Clear"
"8/16/2015","Clear"
"8/17/2015","Clear"
"8/18/2015","Clear"
"8/19/2015","Clear"
"8/20/2015","Clear"
"8/21/2015","Clear"
"8/22/2015","Clear"
"8/23/2015","Clear"
"8/24/2015","Clear"
"8/25/2015","Clear"
"8/26/2015","Clear"
"8/27/2015","Clear"
"8/28/2015","Clear"
"8/29/2015","Clear"
"8/30/2015","Clear"
"8/31/2015","Clear"
